2023-11-16,5925,Wh,2023,11,16,00:00:00
2023-11-17,8123,Wh,2023,11,17,00:00:00
2023-11-18,4192,Wh,2023,11,18,00:00:00
2023-11-19,6103,Wh,2023,11,19,00:00:00
2023-11-20,5087,Wh,2023,11,20,00:00:00
2023-11-21,7767,Wh,2023,11,21,00:00:00
2023-11-22,4862,Wh,2023,11,22,00:00:00
2023-11-23,4678,Wh,2023,11,23,00:00:00
2023-11-24,5141,Wh,2023,11,24,00:00:00
2023-11-25,6179,Wh,2023,11,25,00:00:00
2023-11-26,6714,Wh,2023,11,26,00:00:00
2023-11-27,5458,Wh,2023,11,27,00:00:00
2023-11-28,4722,Wh,2023,11,28,00:00:00
2023-11-29,6384,Wh,2023,11,29,00:00:00
2023-11-30,4466,Wh,2023,11,30,00:00:00
2023-12-01,6600,Wh,2023,12,1,00:00:00
2023-12-02,3859,Wh,2023,12,2,00:00:00
2023-12-03,277,Wh,2023,12,3,00:00:00
2023-12-04,4488,Wh,2023,12,4,00:00:00
2023-12-05,3825,Wh,2023,12,5,00:00:00
2023-12-06,4517,Wh,2023,12,6,00:00:00
2023-12-07,4437,Wh,2023,12,7,00:00:00
2023-12-08,5406,Wh,2023,12,8,00:00:00
2023-12-09,2671,Wh,2023,12,9,00:00:00
2023-12-10,932,Wh,2023,12,10,00:00:00
2023-12-11,3196,Wh,2023,12,11,00:00:00
2023-12-12,2770,Wh,2023,12,12,00:00:00
2023-12-13,3956,Wh,2023,12,13,00:00:00
2023-12-14,3799,Wh,2023,12,14,00:00:00
2023-12-15,4437,Wh,2023,12,15,00:00:00
2023-12-16,3167,Wh,2023,12,16,00:00:00
2023-12-17,990,Wh,2023,12,17,00:00:00
2023-12-18,2066,Wh,2023,12,18,00:00:00
2023-12-19,4781,Wh,2023,12,19,00:00:00
2023-12-20,2681,Wh,2023,12,20,00:00:00
2023-12-21,2540,Wh,2023,12,21,00:00:00
2023-12-22,3372,Wh,2023,12,22,00:00:00
2023-12-23,4722,Wh,2023,12,23,00:00:00
2023-12-24,1960,Wh,2023,12,24,00:00:00
2023-12-25,3276,Wh,2023,12,25,00:00:00
2023-12-26,2390,Wh,2023,12,26,00:00:00
2023-12-27,2099,Wh,2023,12,27,00:00:00
2023-12-28,1560,Wh,2023,12,28,00:00:00
2023-12-29,2032,Wh,2023,12,29,00:00:00
2023-12-30,3466,Wh,2023,12,30,00:00:00
2023-12-31,3978,Wh,2023,12,31,00:00:00
2024-01-01,5355,Wh,2024,1,1,00:00:00
2024-01-02,2982,Wh,2024,1,2,00:00:00
2024-01-03,2341,Wh,2024,1,3,00:00:00
2024-01-04,4365,Wh,2024,1,4,00:00:00
2024-01-05,6779,Wh,2024,1,5,00:00:00
2024-01-06,3461,Wh,2024,1,6,00:00:00
2024-01-07,1,Wh,2024,1,7,00:00:00
2024-01-08,328,Wh,2024,1,8,00:00:00
2024-01-09,1084,Wh,2024,1,9,00:00:00
2024-01-10,4650,Wh,2024,1,10,00:00:00
2024-01-11,4299,Wh,2024,1,11,00:00:00
2024-01-12,4729,Wh,2024,1,12,00:00:00
2024-01-13,2391,Wh,2024,1,13,00:00:00
2024-01-14,5790,Wh,2024,1,14,00:00:00
2024-01-15,5698,Wh,2024,1,15,00:00:00
2024-01-16,0,Wh,2024,1,16,00:00:00
2024-01-17,735,Wh,2024,1,17,00:00:00
2024-01-18,762,Wh,2024,1,18,00:00:00
2024-01-19,0,Wh,2024,1,19,00:00:00
2024-01-20,1771,Wh,2024,1,20,00:00:00
2024-01-21,2373,Wh,2024,1,21,00:00:00
2024-01-22,5718,Wh,2024,1,22,00:00:00
2024-01-23,3221,Wh,2024,1,23,00:00:00
2024-01-24,262,Wh,2024,1,24,00:00:00
2024-01-25,5261,Wh,2024,1,25,00:00:00
2024-01-26,1789,Wh,2024,1,26,00:00:00
2024-01-27,6093,Wh,2024,1,27,00:00:00
2024-01-28,1011,Wh,2024,1,28,00:00:00
2024-01-29,1866,Wh,2024,1,29,00:00:00
2024-01-30,2494,Wh,2024,1,30,00:00:00
2024-01-31,3081,Wh,2024,1,31,00:00:00
2024-02-01,3927,Wh,2024,2,1,00:00:00
